Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Absolute acceleration (m/s^2)
3.863349792,18.34150864,2.801723785,6.935228119,19.80802828
3.873381792,16.94371536,1.474433899,4.863685913,17.68951345
3.883413792,15.50086578,0.7617659,3.462898865,15.90121995
3.893446792,14.20680679,0.356259155,2.864892426,14.49716829
3.903478792,13.55566086,0.455951843,2.981200562,13.88709437
3.913510792,12.98100586,0.67749115,2.603086853,13.25675558
3.923543792,12.05503143,0.663869476,2.486179962,12.32662145
3.933575792,11.9147731,1.284927979,2.388582916,12.21958208
3.943607792,12.24274109,1.545086975,2.085313568,12.51481266
3.953640792,12.61875916,1.507365417,1.012344818,12.74872837
3.963672792,13.02471497,1.764081573,0.412841492,13.1501187
3.973704792,13.63724121,2.368973694,0.206869812,13.84301916
3.983737792,14.05307648,2.827320557,-0.691112823,14.3513183
3.993769792,14.67623062,3.219654694,-1.905387726,15.1455744
4.003801792,15.46988022,3.532803497,-3.135529633,16.17496339
4.013834792,16.49704422,3.739224243,-3.72440506,17.32066566
4.023866792,17.24683502,3.533102875,-3.906725922,18.03326486
4.033898792,17.38140518,2.840792542,-4.13155838,18.09013883
4.043931792,17.63872009,2.163900146,-3.995042267,18.21447976
4.053963792,17.60054947,1.671723633,-3.533252563,18.02936147
4.063995792,16.88608521,0.866847382,-3.477418671,17.26220549
4.074028792,16.17775818,0.041613464,-3.453169098,16.54224798
4.084060792,15.54217987,-0.556243286,-3.235970764,15.8852217
4.094092792,15.05105118,-1.064885559,-2.875819702,15.36028847
4.104125792,14.65826797,-1.461560669,-2.499053192,14.94142719
4.114157792,14.16324738,-1.786534882,-2.287842407,14.45764524
4.124189792,13.55341553,-2.041005707,-2.343227234,13.90508866
4.134222792,13.21452026,-2.087558899,-2.085463257,13.53996326
4.144254792,12.88430695,-2.01256485,-1.609752502,13.13952381
4.154286792,12.34123627,-2.015708313,-1.234632568,12.56556844
4.164318792,11.73679321,-2.258503418,-1.3947995,12.03322975
4.174351792,11.0840007,-2.713706818,-1.752854919,11.54520579
4.184383792,10.75633209,-2.809208221,-1.630259857,11.236017
4.194415792,10.38001465,-2.719993744,-1.289119263,10.8076315
4.204448792,10.14126114,-2.555336151,-0.980760498,10.50413307
4.214480792,9.805209961,-2.505938873,-0.858315125,10.15670108
4.224512792,9.262887726,-2.661016388,-1.051563263,9.694734784
4.234545792,8.727301483,-2.832859039,-1.066681824,9.237353064
4.244577792,8.38481369,-2.703228607,-0.753233643,8.841940197
4.254609792,8.093818817,-2.471809845,-0.416883087,8.473106777
4.264642792,7.761958923,-2.48288681,-0.488883362,8.164051701
4.274674792,7.326813812,-2.78944931,-0.334554291,7.846983794
4.284706792,6.745871887,-2.676883392,-0.0398172,7.257690929
4.294739792,6.590494995,-2.688559113,-0.249531097,7.122165412
4.304771792,6.690037994,-2.841690674,-0.355959778,7.277260585
4.314803792,6.730004883,-3.145858154,-0.264949036,7.433679253
4.324836792,6.647676086,-3.596720581,-0.337847443,7.565853368
4.334868792,6.645580444,-3.968697052,-0.420774994,7.751860895
4.344900792,6.774612122,-4.160747681,-0.265996857,7.954743553
4.354933792,6.739285583,-4.305197296,-0.022004242,7.997073097
4.364965792,6.485413513,-4.402045898,0.006885681,7.838280675
4.374997792,6.229745178,-4.548441467,-0.268691254,7.718175935
4.385030792,6.255341949,-4.97280899,-0.867146759,8.038039292
4.395062792,6.332431641,-5.499713287,-1.546583862,8.528684445
4.405094792,6.726711731,-5.739963684,-1.760189667,9.016324166
4.415126792,7.093598785,-5.685027924,-1.52577713,9.217737362
4.425159792,7.288942566,-5.578599243,-1.494043121,9.299549349
4.435191792,7.75881546,-5.258115692,-1.354682922,9.470066726
4.445223792,8.309370575,-4.873565369,-0.817300415,9.667743207
